CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
C16546,4529.90,0.73,0.00,0.00,0.00,21943.85,0.00,0.00,0.00,0.33,12.00,0.00,13000.00,33486.31,1797.80,0.43,12.00
C16547,1504.98,1.00,322.81,184.71,138.10,0.00,0.58,0.42,0.50,0.00,0.00,15.00,1600.00,467.65,644.07,0.00,12.00
C16548,46.98,0.45,160.00,160.00,0.00,0.00,0.08,0.08,0.00,0.00,0.00,1.00,6500.00,204.12,104.70,0.00,12.00
C16549,1552.69,1.00,654.16,557.16,97.00,0.00,0.75,0.50,0.58,0.00,0.00,21.00,1500.00,1041.79,1676.40,0.00,12.00
C16550,2054.98,1.00,1058.58,0.00,1058.58,0.00,1.00,0.00,1.00,0.00,0.00,16.00,6000.00,461.98,439.45,0.00,12.00
C16551,1097.72,1.00,0.00,0.00,0.00,77.33,0.00,0.00,0.00,0.33,4.00,0.00,1200.00,278.78,425.61,0.00,12.00
C16552,1150.28,1.00,450.00,250.00,200.00,0.00,0.25,0.17,0.08,0.00,0.00,4.00,1200.00,839.75,766.89,0.00,12.00
C16553,4117.75,1.00,159.07,159.07,0.00,2940.08,0.17,0.17,0.00,0.17,4.00,2.00,8000.00,876.64,982.49,0.00,12.00
C16554,1631.57,1.00,112.56,112.56,0.00,0.00,0.18,0.18,0.00,0.00,0.00,3.00,1700.00,439.13,690.43,0.00,11.00
C16555,3060.95,1.00,2478.38,1974.38,504.00,0.00,1.00,1.00,0.58,0.00,0.00,32.00,6500.00,1828.10,1062.75,0.00,12.00
C16556,625.14,1.00,958.39,365.00,593.39,0.00,1.00,0.17,1.00,0.00,0.00,30.00,4000.00,881.16,205.20,0.00,12.00
C16557,7803.07,1.00,1000.55,0.00,1000.55,1490.24,1.00,0.00,1.00,0.33,6.00,35.00,8000.00,3478.32,2722.22,0.00,12.00
C16558,75.46,1.00,405.84,0.00,405.84,0.00,1.00,0.00,1.00,0.00,0.00,45.00,5000.00,340.76,171.49,0.08,12.00
C16559,287.79,1.00,0.00,0.00,0.00,19.46,0.00,0.00,0.00,0.08,1.00,0.00,300.00,104.92,346.61,0.00,12.00
C16560,1669.76,1.00,200.00,0.00,200.00,0.00,0.42,0.00,0.42,0.00,0.00,5.00,11000.00,442.61,373.92,0.00,12.00
C16561,113.72,0.73,740.82,574.44,166.38,188.36,0.25,0.17,0.08,0.08,2.00,3.00,5500.00,1335.47,99.98,0.33,12.00
C16562,1475.49,1.00,522.68,522.68,0.00,1635.22,0.25,0.25,0.00,0.17,4.00,7.00,3000.00,265.32,572.11,0.00,12.00
C16563,419.73,1.00,1945.80,0.00,1945.80,0.00,1.00,0.00,1.00,0.00,0.00,12.00,3000.00,1348.70,171.25,0.18,12.00
C16564,50.96,0.45,803.45,803.45,0.00,0.00,0.33,0.33,0.00,0.00,0.00,8.00,5500.00,797.78,174.83,1.00,12.00
C16565,946.06,1.00,10915.37,9323.71,1591.66,0.00,1.00,1.00,1.00,0.00,0.00,93.00,5000.00,12612.67,263.27,1.00,12.00
C16566,1286.79,1.00,0.00,0.00,0.00,68.19,0.00,0.00,0.00,0.17,2.00,0.00,1500.00,1602.22,421.63,0.00,12.00
C16567,13.72,0.45,1724.77,935.67,789.10,0.00,0.83,0.58,0.58,0.00,0.00,19.00,3500.00,1490.97,28.10,0.14,12.00
C16568,3948.78,1.00,0.00,0.00,0.00,5291.22,0.00,0.00,0.00,0.50,17.00,0.00,4000.00,4576.57,1819.14,0.08,12.00
C16569,603.69,1.00,397.50,88.00,309.50,63.38,0.50,0.08,0.42,0.17,2.00,12.00,1500.00,279.04,269.86,0.00,12.00
C16570,87.54,1.00,885.13,0.00,885.13,0.00,1.00,0.00,1.00,0.00,0.00,21.00,6000.00,801.59,186.25,0.92,12.00
C16571,14.18,0.55,119.58,0.00,119.58,0.00,0.50,0.00,0.50,0.00,0.00,6.00,5000.00,157.84,96.54,0.18,12.00
C16572,2333.99,0.82,0.00,0.00,0.00,4480.43,0.00,0.00,0.00,0.17,2.00,0.00,4500.00,725.32,1138.41,0.00,12.00
C16573,42.05,1.00,90.00,90.00,0.00,0.00,0.08,0.08,0.00,0.00,0.00,1.00,4000.00,28.56,141.90,0.00,12.00
C16574,1155.51,1.00,564.00,564.00,0.00,0.00,0.17,0.17,0.00,0.00,0.00,6.00,4000.00,279.05,295.46,0.00,12.00
C16575,1434.79,1.00,467.88,467.88,0.00,0.00,1.00,1.00,0.00,0.00,0.00,12.00,4300.00,2538.82,2898.38,0.00,12.00
C16576,1406.50,1.00,0.00,0.00,0.00,105.81,0.00,0.00,0.00,0.08,1.00,0.00,1500.00,278.86,2334.71,0.00,12.00
C16577,1358.51,1.00,0.00,0.00,0.00,73.87,0.00,0.00,0.00,0.08,2.00,0.00,1500.00,353.11,435.81,0.00,12.00
C16578,372.72,0.91,819.70,0.00,819.70,0.00,0.91,0.00,0.82,0.00,0.00,10.00,1500.00,87.83,194.00,0.00,11.00
C16579,3279.87,0.88,6520.00,6520.00,0.00,0.00,0.75,0.75,0.00,0.00,0.00,7.00,3500.00,3524.51,523.42,0.13,8.00
C16580,1963.70,1.00,1582.88,1259.82,323.06,2601.80,0.17,0.08,0.08,0.33,5.00,12.00,2500.00,4138.24,806.87,0.00,12.00
C16581,1967.64,0.91,264.80,230.00,34.80,4954.14,0.17,0.08,0.08,0.58,26.00,2.00,5000.00,516.11,505.52,0.00,12.00
C16583,157.91,1.00,499.92,0.00,499.92,1093.86,1.00,0.00,1.00,0.17,4.00,12.00,3000.00,788.38,150.19,0.00,12.00
C16584,2184.97,1.00,0.00,0.00,0.00,2893.02,0.00,0.00,0.00,0.92,26.00,0.00,8000.00,1730.36,481.16,0.00,12.00
C16585,46.10,0.82,443.25,443.25,0.00,0.00,0.25,0.25,0.00,0.00,0.00,3.00,6500.00,417.35,93.54,0.00,12.00
C16586,65.12,0.64,898.64,470.20,428.44,0.00,0.42,0.25,0.25,0.00,0.00,13.00,2500.00,672.70,179.11,0.60,12.00
C16587,889.96,1.00,40.00,40.00,0.00,3124.25,0.08,0.08,0.00,0.42,8.00,1.00,3000.00,977.16,244.34,0.08,12.00
C16588,550.53,0.71,0.00,0.00,0.00,2486.62,0.00,0.00,0.00,0.71,23.00,0.00,1500.00,3762.55,177.10,0.33,7.00
C16589,221.86,1.00,0.00,0.00,0.00,250.78,0.00,0.00,0.00,0.08,2.00,0.00,2500.00,209.27,203.12,0.00,12.00
C16590,61.27,0.45,491.11,171.11,320.00,0.00,0.25,0.08,0.17,0.00,0.00,5.00,5000.00,702.30,135.81,0.00,12.00
C16591,1162.78,1.00,757.37,0.00,757.37,131.28,1.00,0.00,1.00,0.08,1.00,13.00,1000.00,512.32,3533.67,0.00,12.00
C16592,1338.93,1.00,0.00,0.00,0.00,1297.78,0.00,0.00,0.00,0.27,7.00,0.00,4000.00,423.09,634.99,0.00,11.00
C16593,2273.56,1.00,329.30,70.00,259.30,3360.64,0.58,0.08,0.50,0.75,16.00,10.00,3000.00,3099.11,758.64,0.00,12.00
C16594,1248.33,1.00,478.32,198.00,280.32,157.21,0.58,0.08,0.42,0.08,2.00,8.00,4000.00,1429.18,360.16,0.00,12.00
C16595,6255.08,1.00,195.29,124.17,71.12,2881.91,0.50,0.08,0.33,0.42,10.00,9.00,7500.00,1797.86,1927.00,0.00,12.00
C16596,7.14,0.73,288.00,0.00,288.00,0.00,1.00,0.00,1.00,0.00,0.00,12.00,3000.00,228.85,24.17,0.00,12.00
C16597,1959.36,1.00,0.00,0.00,0.00,2757.58,0.00,0.00,0.00,0.50,6.00,0.00,4000.00,1542.37,460.73,0.00,12.00
C16598,3169.14,1.00,435.00,435.00,0.00,3049.50,0.08,0.08,0.00,0.17,3.00,3.00,6500.00,795.91,792.37,0.00,12.00
C16599,1208.30,0.82,1855.71,1469.50,386.21,0.00,1.00,0.58,0.67,0.00,0.00,27.00,4500.00,3023.50,523.89,0.00,12.00
C16600,3271.13,1.00,4209.98,556.22,3653.76,1058.43,1.00,0.42,1.00,0.42,9.00,74.00,10300.00,6965.16,2492.31,0.00,12.00
C16601,538.77,0.91,226.95,129.58,97.37,452.01,0.55,0.09,0.45,0.27,8.00,9.00,1200.00,946.65,211.22,0.00,11.00
C16602,346.43,1.00,3463.12,1046.72,2416.40,0.00,1.00,0.50,1.00,0.00,0.00,66.00,5000.00,2903.57,194.33,0.92,12.00
C16603,23.12,0.55,282.59,0.00,282.59,0.00,0.58,0.00,0.50,0.00,0.00,7.00,5000.00,128.89,69.38,0.25,12.00
C16604,3746.92,1.00,7468.37,1310.10,6158.27,0.00,1.00,0.75,1.00,0.00,0.00,139.00,10000.00,4793.23,949.06,0.00,12.00
C16605,1460.75,1.00,2318.21,1666.71,651.50,0.00,0.92,0.67,0.75,0.00,0.00,35.00,5900.00,1324.51,385.13,0.00,12.00
C16606,3312.51,1.00,0.00,0.00,0.00,830.92,0.00,0.00,0.00,0.33,5.00,0.00,6500.00,962.36,861.47,0.00,12.00
C16607,487.48,1.00,1579.12,980.56,598.56,0.00,1.00,0.42,0.92,0.00,0.00,21.00,10000.00,606.20,175.92,0.20,12.00
C16608,33.54,1.00,319.98,0.00,319.98,0.00,1.00,0.00,0.83,0.00,0.00,6.00,1000.00,264.45,88.80,1.00,6.00
C16609,6650.00,1.00,275.38,235.71,39.67,495.00,0.25,0.17,0.17,0.33,9.00,7.00,15500.00,1386.14,1538.65,0.00,12.00
C16610,710.81,0.75,633.87,320.00,313.87,672.99,0.75,0.13,0.63,0.25,4.00,17.00,1000.00,474.23,686.17,0.00,8.00
C16611,453.35,1.00,4164.80,159.40,4005.40,0.00,1.00,0.17,1.00,0.00,0.00,51.00,5500.00,4663.19,168.55,1.00,12.00
C16612,61.46,0.17,0.00,0.00,0.00,989.05,0.00,0.00,0.00,0.17,2.00,0.00,1200.00,0.00,,0.00,6.00
C16613,226.45,0.91,0.00,0.00,0.00,291.69,0.00,0.00,0.00,0.08,1.00,0.00,1500.00,138.85,187.57,0.00,12.00
C16614,1540.48,1.00,1494.11,171.51,1322.60,320.57,1.00,0.08,1.00,0.08,4.00,51.00,1000.00,347.09,10830.18,0.00,12.00
C16615,88.91,0.73,537.56,537.56,0.00,0.00,0.25,0.25,0.00,0.00,0.00,6.00,2500.00,563.97,210.92,0.00,12.00
C16616,846.09,1.00,2599.20,1212.28,1386.92,0.00,0.92,0.33,0.92,0.00,0.00,19.00,3000.00,1900.70,195.52,0.00,12.00
C16617,326.55,0.82,2950.77,2950.77,0.00,0.00,0.58,0.58,0.00,0.00,0.00,35.00,4000.00,2224.27,182.35,0.57,12.00
C16618,31.87,0.64,125.06,0.00,125.06,0.00,0.50,0.00,0.50,0.00,0.00,6.00,1000.00,264.44,149.61,0.00,12.00
C16619,2504.31,1.00,8631.00,6983.43,1647.57,704.16,1.00,1.00,0.75,0.33,5.00,66.00,5000.00,5705.08,598.01,0.00,12.00
C16620,4059.16,1.00,256.63,0.00,256.63,1328.66,0.92,0.00,0.83,0.33,5.00,11.00,4500.00,936.61,1565.52,0.00,12.00
C16621,8929.53,1.00,0.00,0.00,0.00,7165.13,0.00,0.00,0.00,0.50,8.00,0.00,13000.00,2119.67,2223.06,0.00,12.00
C16622,8.59,0.64,125.00,0.00,125.00,0.00,0.50,0.00,0.42,0.00,0.00,6.00,3000.00,194.53,118.37,0.80,12.00
C16623,4.92,0.27,65.97,0.00,65.97,0.00,0.25,0.00,0.17,0.00,0.00,3.00,4000.00,178.11,174.50,1.00,12.00
C16625,1906.10,1.00,781.43,1.00,780.43,2097.27,0.58,0.08,0.50,0.17,2.00,16.00,3400.00,495.43,618.28,0.00,12.00
C16626,1174.09,1.00,0.00,0.00,0.00,39.50,0.00,0.00,0.00,0.08,1.00,0.00,1200.00,283.44,463.96,0.00,12.00
C16627,218.28,1.00,939.14,939.14,0.00,0.00,0.73,0.73,0.00,0.00,0.00,8.00,5000.00,969.13,168.33,0.00,11.00
C16628,2990.37,1.00,1368.00,208.00,1160.00,1436.24,1.00,0.08,1.00,0.58,14.00,22.00,8000.00,1680.75,791.06,0.00,12.00
C16629,159.21,1.00,247.80,75.80,172.00,0.00,0.25,0.08,0.17,0.00,0.00,3.00,5000.00,607.58,155.62,0.00,12.00
C16630,336.75,0.82,3081.69,3081.69,0.00,0.00,0.50,0.50,0.00,0.00,0.00,22.00,2000.00,3631.01,133.85,0.00,12.00
C16631,12.48,0.50,217.91,0.00,217.91,0.00,0.88,0.00,0.75,0.00,0.00,7.00,1000.00,206.46,67.16,0.00,8.00
C16632,9110.97,1.00,1490.75,1490.75,0.00,20277.33,0.17,0.17,0.00,0.33,22.00,5.00,11000.00,19740.75,2684.23,0.00,12.00
C16633,126.62,0.38,1015.30,1015.30,0.00,0.00,0.25,0.25,0.00,0.00,0.00,5.00,4500.00,2583.28,75.16,1.00,8.00
C16634,1614.28,1.00,554.65,452.85,101.80,603.96,0.50,0.33,0.17,0.25,3.00,13.00,2000.00,486.00,624.90,0.00,12.00
C16635,3173.14,1.00,895.92,0.00,895.92,0.00,1.00,0.00,1.00,0.00,0.00,12.00,4500.00,723.65,749.73,0.00,12.00
C16636,5718.51,1.00,4717.77,851.58,3866.19,3584.27,1.00,0.42,0.92,0.50,10.00,85.00,6000.00,8880.96,3629.25,0.00,12.00
C16637,68.01,1.00,488.66,0.00,488.66,0.00,1.00,0.00,0.90,0.00,0.00,19.00,1500.00,303.39,143.46,0.25,10.00
C16638,1486.01,1.00,757.60,702.00,55.60,374.40,0.42,0.33,0.08,0.08,1.00,6.00,5000.00,932.41,391.33,0.00,12.00
C16639,276.93,0.45,0.00,0.00,0.00,936.59,0.00,0.00,0.00,0.08,2.00,0.00,1000.00,247.91,152.03,0.00,12.00
C16640,14.98,0.27,280.00,280.00,0.00,0.00,0.08,0.08,0.00,0.00,0.00,1.00,300.00,304.24,41.90,0.00,12.00
C16641,811.64,1.00,0.00,0.00,0.00,783.17,0.00,0.00,0.00,0.08,1.00,0.00,3000.00,608.91,276.99,0.00,12.00
C16642,1081.67,1.00,0.00,0.00,0.00,18.57,0.00,0.00,0.00,0.08,1.00,0.00,1500.00,1713.31,541.17,0.10,12.00
C16643,811.07,1.00,208.92,0.00,208.92,206.64,0.67,0.00,0.67,0.17,2.00,8.00,2500.00,282.41,346.66,0.00,12.00
C16644,559.75,1.00,622.44,400.00,222.44,0.00,0.75,0.08,0.67,0.00,0.00,9.00,700.00,893.49,354.74,0.08,12.00
C16645,834.83,1.00,0.00,0.00,0.00,1195.00,0.00,0.00,0.00,0.25,6.00,0.00,1200.00,1392.44,221.75,0.10,12.00
C16646,2663.51,1.00,0.00,0.00,0.00,181.29,0.00,0.00,0.00,0.08,1.00,0.00,3200.00,705.96,957.58,0.00,12.00
C16647,1396.63,1.00,1163.49,639.37,524.12,1131.38,0.92,0.42,0.67,0.17,7.00,20.00,1900.00,607.12,945.88,0.00,12.00
C16648,11.73,0.18,178.00,178.00,0.00,0.00,0.08,0.08,0.00,0.00,0.00,1.00,1500.00,1024.47,85.69,0.00,12.00
C16650,826.34,1.00,108.40,0.00,108.40,950.87,0.36,0.00,0.36,0.09,1.00,4.00,1000.00,2068.82,276.54,0.09,11.00
C16651,593.79,0.91,1150.00,1150.00,0.00,0.00,0.08,0.08,0.00,0.00,0.00,1.00,5300.00,2189.15,914.98,0.09,12.00
C16652,7337.85,1.00,0.00,0.00,0.00,3889.58,0.00,0.00,0.00,0.75,21.00,0.00,9000.00,2526.19,2075.77,0.00,12.00
C16653,1160.45,0.91,109.36,109.36,0.00,37.13,0.09,0.09,0.00,0.09,1.00,2.00,1200.00,226.15,279.58,0.00,11.00
C16654,2370.76,1.00,94.47,0.00,94.47,0.00,0.67,0.00,0.58,0.00,0.00,11.00,4500.00,770.49,586.75,0.00,12.00
C16655,1141.38,1.00,79.87,0.00,79.87,822.31,0.17,0.00,0.17,0.58,16.00,2.00,1200.00,457.96,569.65,0.00,12.00
C16656,1928.25,0.90,293.26,293.26,0.00,830.67,0.10,0.10,0.00,0.10,1.00,2.00,2000.00,496.92,533.49,0.00,10.00
C16657,11304.52,1.00,105.83,105.83,0.00,3451.16,0.33,0.33,0.00,0.58,12.00,4.00,11500.00,1987.22,5037.24,0.00,12.00
C16658,395.72,1.00,1837.15,1534.65,302.50,0.00,1.00,0.92,0.92,0.00,0.00,62.00,2000.00,914.85,279.51,0.50,12.00
C16659,54.25,0.80,317.40,317.40,0.00,0.00,0.30,0.30,0.00,0.00,0.00,4.00,3000.00,234.89,126.95,0.00,10.00
C16660,179.36,0.55,839.09,0.00,839.09,331.49,0.83,0.00,0.75,0.08,1.00,11.00,3000.00,555.71,91.08,0.00,12.00
C16661,347.93,1.00,832.37,427.96,404.41,0.00,1.00,0.42,1.00,0.00,0.00,31.00,1000.00,752.71,194.41,0.00,12.00
C16662,3086.12,1.00,1134.38,396.29,738.09,4323.28,0.92,0.08,0.92,0.17,2.00,22.00,12000.00,1492.99,829.09,0.00,12.00
C16663,1389.09,1.00,0.00,0.00,0.00,2773.57,0.00,0.00,0.00,0.75,14.00,0.00,2000.00,2100.40,353.42,0.00,12.00
C16664,16.85,1.00,103.08,0.00,103.08,0.00,0.33,0.00,0.25,0.00,0.00,4.00,2900.00,0.00,,0.00,12.00
C16665,50.94,1.00,426.47,0.00,426.47,0.00,0.92,0.00,0.83,0.00,0.00,11.00,3000.00,409.38,174.61,1.00,12.00
C16666,3092.95,1.00,1132.03,1038.75,93.28,3988.94,0.83,0.25,0.58,0.67,25.00,19.00,7000.00,889.90,883.61,0.00,12.00
C16667,33.11,0.73,974.96,110.00,864.96,0.00,1.00,0.08,1.00,0.00,0.00,13.00,6000.00,1011.24,99.44,0.33,12.00
C16668,136.27,1.00,757.49,487.61,269.88,1360.55,1.00,0.08,0.92,0.58,10.00,26.00,2000.00,4086.28,1723.82,0.50,12.00
C16669,470.92,1.00,907.50,574.50,333.00,0.00,0.58,0.17,0.33,0.00,0.00,10.00,1500.00,1065.27,188.00,0.00,12.00
C16670,4021.88,1.00,300.10,0.00,300.10,955.74,0.33,0.00,0.25,0.08,1.00,9.00,6000.00,1120.84,1243.92,0.00,12.00
C16671,13.72,1.00,401.88,0.00,401.88,0.00,1.00,0.00,1.00,0.00,0.00,12.00,3000.00,421.93,161.28,0.83,12.00
C16672,2732.81,1.00,245.01,245.01,0.00,2721.30,0.17,0.17,0.00,0.25,3.00,2.00,5000.00,1289.82,782.94,0.00,12.00
C16673,55.91,1.00,439.91,0.00,439.91,0.00,1.00,0.00,1.00,0.00,0.00,25.00,6000.00,449.04,172.23,1.00,12.00
C16674,382.98,1.00,3487.08,484.59,3002.49,0.00,1.00,0.33,1.00,0.00,0.00,143.00,6000.00,3652.82,174.21,0.92,12.00
C16675,1267.08,1.00,309.90,0.00,309.90,0.00,0.50,0.00,0.50,0.00,0.00,6.00,3000.00,697.22,342.41,0.00,12.00
C16676,1530.51,1.00,0.00,0.00,0.00,485.90,0.00,0.00,0.00,0.13,1.00,0.00,5000.00,476.35,317.96,0.00,8.00
C16677,3915.15,1.00,2607.07,2155.66,451.41,0.00,0.92,0.58,0.58,0.00,0.00,27.00,8000.00,857.53,930.80,0.00,12.00
C16678,68.61,0.91,584.26,188.54,395.72,0.00,1.00,0.08,1.00,0.00,0.00,26.00,4000.00,298.01,130.10,0.09,12.00
C16679,2141.68,1.00,0.00,0.00,0.00,2314.32,0.00,0.00,0.00,0.22,4.00,0.00,2500.00,444.71,455.58,0.00,9.00
C16680,1699.10,1.00,73.50,73.50,0.00,0.00,0.08,0.08,0.00,0.00,0.00,1.00,1700.00,429.50,992.88,0.00,12.00
C16681,504.25,1.00,472.09,0.00,472.09,0.00,0.92,0.00,0.92,0.00,0.00,11.00,1000.00,209.36,282.38,0.00,12.00
C16682,545.82,1.00,49.55,0.00,49.55,0.00,0.25,0.00,0.25,0.00,0.00,3.00,2500.00,397.41,247.04,0.00,12.00
C16683,748.35,1.00,1199.77,464.39,735.38,550.54,0.92,0.33,0.83,0.33,7.00,24.00,1200.00,622.16,317.10,0.09,12.00
C16684,3.65,0.10,0.00,0.00,0.00,58.17,0.00,0.00,0.00,0.10,2.00,0.00,1200.00,0.00,,0.00,10.00
C16685,70.83,1.00,531.00,300.00,231.00,0.00,0.92,0.33,0.92,0.00,0.00,16.00,1500.00,497.38,153.20,0.25,12.00
C16686,403.09,1.00,2351.25,0.00,2351.25,0.00,1.00,0.00,1.00,0.00,0.00,11.00,2500.00,2247.05,166.02,0.09,11.00
C16687,1337.57,1.00,0.00,0.00,0.00,36.47,0.00,0.00,0.00,0.08,1.00,0.00,3000.00,395.39,324.28,0.00,12.00
C16688,46.87,1.00,420.00,0.00,420.00,0.00,1.00,0.00,0.83,0.00,0.00,6.00,1000.00,411.98,16.73,0.00,6.00
C16689,1772.61,1.00,1400.00,0.00,1400.00,0.00,0.58,0.00,0.58,0.00,0.00,10.00,1500.00,1810.22,4000.04,0.00,12.00
C16690,3759.85,1.00,7472.37,6845.82,626.55,0.00,1.00,1.00,0.75,0.00,0.00,54.00,8500.00,5001.44,926.45,0.08,12.00
C16691,779.70,1.00,116.66,0.00,116.66,2422.02,0.17,0.00,0.08,0.25,6.00,6.00,1500.00,3378.44,193.57,0.25,12.00
C16692,0.19,0.09,522.00,290.00,232.00,0.00,0.67,0.08,0.67,0.00,0.00,9.00,2900.00,760.99,,0.00,12.00
C16693,2.75,0.18,30.90,0.00,30.90,0.00,0.17,0.00,0.17,0.00,0.00,2.00,3000.00,174.05,114.01,0.33,12.00
C16694,4476.74,1.00,1880.25,904.46,975.79,3267.88,1.00,0.33,1.00,0.25,6.00,36.00,12000.00,11562.16,1157.99,0.33,12.00
C16695,644.93,0.83,7.26,0.00,7.26,966.75,0.17,0.00,0.17,0.17,1.00,1.00,1500.00,431.73,92.25,0.00,6.00
C16697,3.69,0.25,167.68,0.00,167.68,0.00,1.00,0.00,0.88,0.00,0.00,8.00,1500.00,614.89,27.78,0.17,8.00
C16698,1695.53,1.00,199.92,0.00,199.92,1995.61,1.00,0.00,1.00,0.08,1.00,12.00,4000.00,578.15,503.16,0.00,12.00
C16699,1374.43,1.00,81.00,0.00,81.00,0.00,0.75,0.00,0.75,0.00,0.00,9.00,3000.00,356.93,540.43,0.00,12.00
C16700,5636.39,1.00,645.55,645.55,0.00,1190.25,0.50,0.50,0.00,0.42,15.00,14.00,6500.00,1334.90,1301.85,0.00,12.00
C16701,19.52,0.09,851.00,851.00,0.00,0.00,0.08,0.08,0.00,0.00,0.00,1.00,5000.00,9821.14,,0.00,12.00
C16702,1340.55,1.00,591.00,0.00,591.00,0.00,1.00,0.00,1.00,0.00,0.00,12.00,1250.00,706.52,1410.94,0.00,12.00
C16703,38.09,0.55,447.78,0.00,447.78,0.00,0.42,0.00,0.42,0.00,0.00,6.00,4000.00,757.86,143.54,1.00,12.00
C16704,2724.69,1.00,0.00,0.00,0.00,724.69,0.00,0.00,0.00,0.25,5.00,0.00,3000.00,1351.90,997.92,0.00,12.00
C16705,0.00,0.00,45.53,0.00,45.53,0.00,0.42,0.00,0.42,0.00,0.00,5.00,2500.00,0.00,,0.00,12.00
C16706,8.36,1.00,234.00,0.00,234.00,0.00,1.00,0.00,1.00,0.00,0.00,12.00,1200.00,234.80,180.36,0.83,12.00
C16707,156.70,1.00,1259.21,0.00,1259.21,0.00,1.00,0.00,1.00,0.00,0.00,21.00,6000.00,1178.01,172.30,0.00,12.00
C16708,130.64,1.00,338.79,0.00,338.79,0.00,0.92,0.00,0.92,0.00,0.00,19.00,1500.00,196.80,176.91,0.08,12.00
C16709,617.60,0.71,0.00,0.00,0.00,1080.74,0.00,0.00,0.00,0.29,9.00,0.00,1200.00,111.58,180.97,0.00,7.00
C16710,169.60,0.27,36.79,0.00,36.79,2596.43,0.08,0.00,0.08,0.25,10.00,1.00,1500.00,1086.50,69.86,0.09,12.00
C16711,631.96,1.00,0.00,0.00,0.00,19.39,0.00,0.00,0.00,0.08,1.00,0.00,700.00,161.44,328.06,0.00,12.00
C16712,98.94,1.00,676.31,601.31,75.00,0.00,0.83,0.75,0.08,0.00,0.00,17.00,1050.00,668.10,182.80,0.00,12.00
C16713,1222.05,1.00,0.00,0.00,0.00,1143.67,0.00,0.00,0.00,0.17,5.00,0.00,2500.00,291.45,386.60,0.00,12.00
C16714,92.86,1.00,468.96,0.00,498.96,0.00,1.00,0.00,0.83,0.00,0.00,5.00,1000.00,348.78,87.17,1.00,6.00
C16715,84.39,0.91,141.84,0.00,141.84,0.00,0.75,0.00,0.75,0.00,0.00,23.00,1200.00,371.76,158.21,0.10,12.00
C16716,287.59,1.00,33.35,0.00,33.35,0.00,0.08,0.00,0.08,0.00,0.00,1.00,6000.00,558.14,170.13,0.00,12.00
C16717,5354.54,1.00,0.00,0.00,0.00,8504.91,0.00,0.00,0.00,0.92,21.00,0.00,7500.00,6438.41,1246.14,0.00,12.00
C16718,32.89,1.00,271.68,0.00,271.68,0.00,0.67,0.00,0.58,0.00,0.00,12.00,2400.00,226.74,167.81,0.08,12.00
C16719,1445.38,1.00,0.00,0.00,0.00,342.16,0.00,0.00,0.00,0.42,7.00,0.00,1700.00,430.83,493.98,0.00,12.00
C16720,1907.78,1.00,2074.08,0.00,2074.08,0.00,1.00,0.00,1.00,0.00,0.00,17.00,1500.00,1796.61,4816.92,0.00,12.00
C16721,738.99,1.00,0.00,0.00,0.00,186.28,0.00,0.00,0.00,0.08,1.00,0.00,2000.00,386.91,255.05,0.00,12.00
C16722,4.82,0.83,58.32,0.00,58.32,0.00,0.83,0.00,0.83,0.00,0.00,6.00,1000.00,65.76,32.63,0.67,6.00
C16723,148.38,0.36,600.00,600.00,0.00,0.00,0.08,0.08,0.00,0.00,0.00,1.00,2500.00,731.40,178.46,0.00,12.00
C16724,927.38,0.45,0.00,0.00,0.00,2215.26,0.00,0.00,0.00,0.17,7.00,0.00,6000.00,2734.34,292.54,0.00,12.00
C16725,151.70,1.00,0.00,0.00,0.00,87.79,0.00,0.00,0.00,0.17,2.00,0.00,150.00,316.32,277.04,0.00,12.00
C16726,72.35,1.00,245.84,0.00,245.84,0.00,0.83,0.00,0.83,0.00,0.00,10.00,1200.00,187.34,172.75,0.17,12.00
C16727,2.91,0.20,53.00,53.00,0.00,0.00,0.10,0.10,0.00,0.00,0.00,1.00,1000.00,239.67,72.47,0.00,10.00
C16728,1347.88,1.00,174.05,69.55,104.50,1714.07,0.17,0.08,0.08,0.25,5.00,3.00,3000.00,1711.86,392.53,0.00,12.00
C16729,676.63,1.00,330.83,330.83,0.00,4474.03,0.25,0.25,0.00,0.50,11.00,4.00,6000.00,2180.10,229.29,0.08,12.00
C16730,871.36,0.55,174.93,174.93,0.00,2621.43,0.08,0.08,0.00,0.17,6.00,2.00,3000.00,4898.95,369.61,0.00,12.00
C16731,1915.19,1.00,0.00,0.00,0.00,1390.39,0.00,0.00,0.00,0.25,4.00,0.00,2500.00,714.26,544.70,0.00,12.00
C16732,851.88,0.91,1476.70,934.59,542.11,903.94,0.64,0.45,0.36,0.27,3.00,18.00,1200.00,2207.65,613.13,0.13,11.00
C16733,460.17,1.00,2703.95,10.00,2693.95,0.00,0.92,0.17,0.92,0.00,0.00,49.00,5000.00,2039.17,140.70,0.56,12.00
